Date,dAsk_open,dAsk_high,dAsk_low,dAsk_close,dBid_open,dBid_high,dBid_low,dBid_close
08/20/2020 20:11:07,42.98226571,44.41372873,42.98226571,43.19448646,35.56710007,38.23710082,34.35491662,37.89998427
08/20/2020 20:12:07,43.27148309,49.22449622,43.27148309,47.54740034,37.30989278,41.84344551,37.30989278,41.62960096
08/20/2020 20:13:07,47.54740034,47.79588382,47.54740034,44.3079112,40.62960096,41.33295792,33.64654984,38.33845393
08/20/2020 20:14:07,45.41098595,46.33143835,45.41098595,38.90035317,39.45032319,40.38813474,32.77771398,32.77771398
08/20/2020 20:15:07,40.12271448,44.09262685,40.12271448,43.76844293,34.00009202,38.15736639,32.77771398,37.38846628
08/20/2020 20:16:07,42.76844293,46.42952214,42.76844293,38.74794918,36.38846628,39.82752787,31.82070275,31.93266846
08/20/2020 20:17:07,38.56549916,45.51416486,38.56549916,43.17198273,30.77614384,38.94819743,29.09793812,36.80244318
08/20/2020 20:18:07,43.28241016,48.02566398,43.28241016,47.58239347,36.1352107,41.32228628,33.50292673,40.21191673
08/20/2020 20:19:07,45.91522369,47.72706694,45.91522369,47.5076028,38.87747106,41.43526079,35.76543301,40.10247108
08/20/2020 20:20:07,46.5076028,48.63449858,46.5076028,43.13023361,40.10247108,42.48598994,36.06653947,37.40048105
08/20/2020 20:21:07,42.13023361,47.28308452,42.13023361,47.28308452,36.40048105,41.37501396,36.17808887,41.37501396
08/20/2020 20:22:07,47.28308452,47.28308452,47.28308452,43.25571318,41.38370816,41.45940378,34.78585127,37.36457223
08/20/2020 20:23:07,44.23831384,49.08547913,44.23831384,45.75885998,38.27751122,43.34726867,35.40676121,38.58466997
08/20/2020 20:24:07,45.75885998,47.72604835,45.75885998,45.91567133,37.58466997,42.65563654,35.95415381,39.95564869
08/20/2020 20:25:07,44.91567133,48.14165375,44.91567133,45.39838877,38.95564869,42.40436441,35.4535881,39.00234061
08/20/2020 20:26:07,44.50896667,47.91671548,44.50896667,46.47961557,38.33521809,40.84370709,37.72503328,39.51087205
08/20/2020 20:27:07,46.47961557,46.9256749,46.47961557,37.66554077,40.73326037,41.75458175,31.55171539,31.55171539
08/20/2020 20:28:07,39.44316242,41.88462075,39.44316242,40.64226768,32.53430833,35.44129439,30.77255739,34.42385818
08/20/2020 20:29:08,41.64226768,44.74381176,41.64226768,42.97005225,35.42385818,37.58296566,33.73175896,36.8035556
08/20/2020 20:30:08,42.0789623,61.49937009,42.0789623,51.24439496,33.57745669,53.24501338,33.57745669,44.26469767
08/20/2020 20:31:08,51.9115387,66.10518898,51.9115387,56.29839699,44.70949939,60.39020776,40.4854908,51.47284977
08/20/2020 20:32:08,58.23714371,60.97222272,58.23714371,53.36417144,52.41156273,55.96760835,42.63793157,46.37500512
08/20/2020 20:33:08,51.13308441,52.67670653,51.13308441,51.3338094,44.81099592,47.56503538,42.03678254,46.91899086
08/20/2020 20:34:08,52.27563401,55.63132794,52.27563401,52.29836655,47.45983393,50.22340422,45.66334282,46.75422378
08/20/2020 20:35:08,52.31583598,58.63895069,52.31583598,51.9499591,46.9853301,54.25011734,45.14520676,47.82654238
08/20/2020 20:36:08,53.17230562,53.5171444,53.17230562,51.0491339,48.82654238,49.06598169,41.1864824,46.62455599
08/20/2020 20:37:08,49.83556806,52.26089119,49.83556806,48.81715031,45.44601776,47.08461478,41.07915183,43.9739803
08/20/2020 20:38:08,47.81715031,54.91914312,47.81715031,51.55109401,43.00903748,50.89909501,40.91033472,48.08642133
08/20/2020 20:39:08,51.55109401,59.23607351,51.55109401,59.23607351,47.19708797,54.59758576,45.77207912,54.59758576
08/20/2020 20:40:08,57.94606564,68.52289376,57.94606564,64.96899279,53.71705044,62.70455519,53.60875194,59.5284513
08/20/2020 20:41:08,64.74667167,69.43573067,64.74667167,59.53473735,59.51967608,64.22607334,53.51761017,54.42461745
08/20/2020 20:42:08,60.53473735,64.55559235,60.53473735,60.66835817,55.42461745,59.00215532,47.72815383,55.33631934
08/20/2020 20:43:08,61.113039,62.3387411,61.113039,59.44934729,55.55868002,58.11849019,50.04916582,54.78427794
08/20/2020 20:44:08,60.22699883,65.34214934,60.22699883,62.89745243,55.11717182,59.98762309,53.45270244,57.01060177
08/20/2020 20:45:08,61.67510398,65.23381531,61.67510398,63.58287805,57.45533919,60.2369256,52.68166302,58.06473945
08/20/2020 20:46:08,63.29242747,65.89591427,63.29242747,60.9169869,57.99657752,60.1070834,52.31888297,53.4993643
08/20/2020 20:47:08,61.13935915,66.89924956,61.13935915,62.72990663,54.8424688,61.84302652,54.03619779,56.89603719
08/20/2020 20:48:08,62.72990663,64.52664565,62.72990663,59.94378018,57.67363536,58.5545263,51.64039786,55.10973037
08/20/2020 20:49:08,59.72140054,63.55808011,59.72140054,59.61811739,54.647447,58.70660943,51.10987733,54.53542914
08/20/2020 20:50:08,59.61811739,61.70732745,59.61811739,58.25347964,54.31306333,56.63336138,50.89541864,53.62384234
08/20/2020 20:51:08,59.25347964,62.48431441,59.25347964,58.95402665,54.62384234,58.88152235,51.9426214,54.10250066
08/20/2020 20:52:08,58.99774363,61.66990597,58.99774363,57.66729639,54.14624175,56.81853013,50.62995957,51.53377868
08/20/2020 20:53:08,58.11206789,60.40419661,58.11206789,51.45686111,52.20098705,54.51081508,44.39959716,45.67281012
08/20/2020 20:54:08,52.12398074,56.68343256,52.12398074,52.99465812,46.11759769,51.27169451,44.67281012,47.28042891
08/20/2020 20:55:08,52.99465812,60.27934253,52.99465812,59.17334548,47.27169451,54.3445147,47.27169451,53.72521223
08/20/2020 20:56:08,61.18946274,61.90996855,61.18946274,53.46942517,54.50148204,55.81121075,46.45352405,48.87738946
08/20/2020 20:57:08,53.56140524,61.57555568,53.56140524,57.78155191,49.24393241,55.61381491,43.75834789,51.84530122
08/20/2020 20:58:08,58.78155191,64.69817182,58.78155191,62.20779879,52.06772587,59.96912001,51.51257517,56.4945476
08/20/2020 20:59:08,61.09592632,64.15414736,61.09592632,59.71256895,55.8273701,59.51646316,49.82124011,51.99844101
08/20/2020 21:00:08,61.91169052,62.46227121,61.91169052,58.83747457,54.44629425,55.74891103,47.87382517,53.12427418
08/20/2020 21:01:08,56.76782319,59.87531552,56.76782319,55.42388991,51.30311528,53.45382913,44.62648456,48.26588298
08/20/2020 21:02:08,55.20149451,60.0475697,55.20149451,57.91705053,48.04346958,53.88958302,46.37622938,51.75896258
08/20/2020 21:03:08,58.08724661,62.93336327,58.08724661,60.33966698,50.90301303,57.96371435,50.44128292,55.93539934
08/20/2020 21:04:08,60.56207394,63.11973771,60.56207394,57.86872387,55.94409387,58.9469503,51.17060588,53.49072469
08/20/2020 21:05:08,59.12761345,65.68428234,59.12761345,59.89290959,54.06513838,59.6395384,50.34732069,52.27354492
08/20/2020 21:06:08,60.38981674,64.0371461,60.38981674,61.96629023,54.01033328,58.212298,52.03903281,55.78336358
08/20/2020 21:07:08,62.96629023,69.05237476,62.96629023,61.03790743,56.80938832,62.28949815,51.85720182,55.59209869
08/20/2020 21:08:08,62.38124824,62.38124824,62.38124824,57.96524514,53.23350897,57.04786304,49.15895731,51.80898464
08/20/2020 21:09:08,59.25430607,61.79787874,59.25430607,59.85947796,52.43302869,55.53966809,50.33498628,53.73715707
08/20/2020 21:10:08,61.33028941,62.56112029,61.33028941,59.87380732,54.8063221,56.0342618,51.67765359,53.53692875
08/20/2020 21:11:08,58.98389396,61.97454834,58.98389396,61.13031141,52.42445505,55.63756721,51.14311336,54.77611066
08/20/2020 21:12:08,61.7804593,65.1345991,61.7804593,63.34828785,54.62280121,58.6004802,52.75343445,57.02800902
08/20/2020 21:13:08,62.45824716,65.49643704,62.45824716,61.31708484,56.13790532,59.57749052,54.31155787,55.22770818
08/20/2020 21:14:08,62.22447342,62.62613752,62.22447342,61.5766727,56.34034102,56.77070879,52.67831053,55.21331477
08/20/2020 21:15:08,60.06215874,62.99979131,60.06215874,62.14416478,54.13516617,58.70851265,51.51101161,57.55238146
08/20/2020 21:16:08,61.92160928,67.53096247,61.92160928,63.08828891,56.66208871,62.78674603,55.71165687,58.4889807
08/20/2020 21:17:08,62.55063786,64.20387242,62.55063786,59.74047545,57.30961233,59.17696507,50.09991436,53.48992654
08/20/2020 21:18:08,58.51796302,60.33008596,58.51796302,52.78751218,52.71245633,54.93498611,47.29968412,47.33154541
08/20/2020 21:19:08,53.56497661,53.65729848,53.56497661,51.69515582,48.10033267,48.28824478,42.93243328,44.28792627
08/20/2020 21:20:08,51.69515582,56.04434427,51.69515582,55.20633655,45.28792627,49.9469269,43.14928434,49.9469269
08/20/2020 21:21:08,55.31897742,55.83064135,55.31897742,49.72317117,47.9469269,50.46144728,42.35129748,43.35129748
08/20/2020 21:22:08,50.72317117,52.04973569,50.72317117,51.48612678,44.35129748,46.15185389,31.35129748,45.70677696
08/20/2020 21:23:08,51.23170397,51.9423659,51.23170397,49.89902804,44.30514222,46.25573295,42.41406104,45.11103932
08/20/2020 21:24:08,50.91625483,53.81510109,50.91625483,50.14401682,45.87112766,48.82199833,42.35381401,44.80128797
08/20/2020 21:25:08,50.20447801,52.39265517,50.20447801,50.93168545,45.20297136,47.63960113,43.49491129,46.1617452
08/20/2020 21:26:08,51.41988007,53.04250878,51.41988007,51.99920012,46.20505547,48.17713676,43.26131953,46.50973549
08/20/2020 21:27:08,52.28853938,55.48483322,52.28853938,51.82548549,47.50106797,50.40180765,44.04555806,45.16658482
08/20/2020 21:28:08,53.4928665,54.71104076,53.4928665,52.18333163,45.86858254,49.49967398,42.21269063,46.20820778
08/20/2020 21:29:08,52.62823494,55.24664207,52.62823494,44.52882232,46.65315032,49.08112604,36.86503972,39.48757124
08/20/2020 21:30:08,46.97376743,51.12529889,46.97376743,48.38790017,40.04259013,45.41516696,37.70111946,41.93177448
08/20/2020 21:31:08,45.83287872,49.29485462,45.83287872,42.12355271,39.83045021,43.08722848,34.34995168,36.0023662
08/20/2020 21:32:08,42.12355271,43.75518756,42.12355271,41.45041675,35.99372311,39.76450778,33.20127181,37.21092169
08/20/2020 21:33:08,40.38978002,45.87113875,40.38978002,39.69377279,37.02294624,41.94915096,31.46228009,35.31769461
08/20/2020 21:34:08,39.69377279,48.68076084,39.69377279,42.09981829,35.7626693,42.26165875,27.64819483,35.6115606
08/20/2020 21:35:08,42.09981829,43.47985468,42.09981829,39.1518845,36.83402865,38.86441323,32.51171996,34.5790923
08/20/2020 21:36:08,39.37476559,41.70705513,39.37476559,37.7174622,34.85393221,36.88581386,31.0188476,33.35779055
08/20/2020 21:37:08,37.27263412,40.17268095,37.27263412,37.60054389,33.36646257,36.46316266,29.94895391,33.31928855
08/20/2020 21:38:08,37.41274205,40.26934497,37.41274205,35.93736093,33.25866767,36.08956606,29.58618585,30.6707299
08/20/2020 21:39:08,35.95467989,42.77574404,35.95467989,39.66339252,32.01411058,39.04959288,29.47626113,35.95444265
08/20/2020 21:40:08,42.3480896,47.45650063,42.3480896,44.06138941,38.20287179,43.56359853,35.07802665,40.31954482
08/20/2020 21:41:08,46.06138941,51.89142336,46.06138941,50.75014038,42.54203281,47.8669914,40.27119466,47.61539191
08/20/2020 21:42:08,48.08266195,52.57062489,48.08266195,46.77263259,44.94784885,48.09286708,39.48684544,43.21900683
08/20/2020 21:43:08,45.78985639,45.78985639,45.78985639,41.78395859,40.32902273,41.20014746,35.93778699,37.40860477
08/20/2020 21:44:08,39.50130415,46.14464293,39.50130415,43.26335708,34.91202858,41.91402984,33.99620952,39.72603883
08/20/2020 21:45:08,43.93065225,44.74275043,43.93065225,38.24108385,40.17094214,41.20548362,31.04673905,34.09595734
08/20/2020 21:46:08,38.24108385,39.36128218,38.24108385,37.05572798,33.87353655,35.22494279,30.33669223,32.1161203
08/20/2020 21:47:08,36.64514183,37.1055474,36.64514183,35.61471748,32.71420713,33.17449374,28.92580267,31.17813095
08/20/2020 21:48:08,34.3922909,37.75745631,34.3922909,34.63604969,30.62302462,33.34691147,29.2330669,30.29413168
08/20/2020 21:49:08,36.56900809,40.43055595,36.56900809,38.11123866,32.20985374,36.44707857,28.12469802,31.8535211
08/20/2020 21:50:08,37.31628679,39.2022517,37.31628679,32.06523338,31.62244083,34.47326079,26.06412154,26.83303773
08/20/2020 21:51:08,32.8428531,37.08826373,32.8428531,33.57269867,26.61064073,30.74344142,26.16989866,27.69105152
08/20/2020 21:52:08,34.11058571,35.88531147,34.11058571,31.88406621,29.10113043,30.5774755,24.93500839,27.31096311
08/20/2020 21:53:08,32.32881584,35.34525597,32.32881584,32.76761441,27.53335497,31.06417585,25.05540217,26.52735599
08/20/2020 21:54:08,32.55392768,35.40685824,32.55392768,31.42331759,26.27025098,30.6618707,25.40251622,27.19893339
08/20/2020 21:55:08,32.60225354,35.87392159,32.60225354,33.78961886,28.15548969,30.7302118,23.58253715,29.16490385
08/20/2020 21:56:08,33.91752729,37.06225545,33.91752729,33.69267111,29.29274541,31.642704,26.77859389,29.26417211
08/20/2020 21:57:08,33.47033455,37.7738096,33.47033455,35.17731992,28.81945912,34.0182106,27.30108611,30.54411389
08/20/2020 21:58:08,35.11660452,36.28688966,35.11660452,35.24138594,30.31309342,31.8392245,25.94850852,30.82187596
08/20/2020 21:59:08,33.68502779,41.75885625,33.68502779,39.11778645,29.06037772,37.24052308,29.06037772,31.9723392
08/20/2020 22:00:08,38.34012815,45.43943637,38.34012815,43.0408236,32.86177674,40.18661624,31.0821295,38.70054399
08/20/2020 22:01:08,43.99073252,45.59674074,43.99073252,43.09209353,39.14528334,40.27389552,35.69134415,38.05016343
08/20/2020 22:02:08,43.53680394,43.75915914,43.53680394,42.86347726,38.49490985,38.83050798,34.16084858,36.33324515
08/20/2020 22:03:08,42.71820742,45.43728256,42.71820742,43.52209742,36.73466105,39.72048479,35.82124622,37.6938984
08/20/2020 22:04:08,43.11210788,45.32713626,43.11210788,40.83993908,37.84790649,40.0636335,32.69504966,35.58431358
08/20/2020 22:05:08,40.39534249,43.94483575,40.39534249,40.93569079,34.91736564,37.82467111,32.84349534,34.86758194
08/20/2020 22:06:08,40.14751428,40.19019613,40.14751428,37.92589906,35.11395559,35.22470452,29.83895321,32.03731763
08/20/2020 22:07:08,37.85842374,39.18481169,37.85842374,36.91376675,31.70422699,33.91991101,29.20960489,31.66630207
08/20/2020 22:08:08,36.91376675,42.4711109,36.91376675,40.40004399,31.64893938,36.54130183,30.68043399,35.3223494
08/20/2020 22:09:08,40.40873305,43.61620722,40.40873305,40.8874894,35.3397378,39.28982204,31.80495284,35.58582724
08/20/2020 22:10:08,44.22119225,44.22119225,44.22119225,38.12361695,37.58622256,38.25341633,29.29216197,32.62625545
08/20/2020 22:11:08,38.6355564,38.6355564,38.6355564,36.37877502,32.14684538,32.96341747,28.09503401,30.51534705
08/20/2020 22:12:08,35.37877502,37.74910255,35.37877502,36.21705467,29.07080125,31.85977831,27.54059464,30.29268561
08/20/2020 22:13:08,36.35284483,39.31146309,36.35284483,36.26195763,29.98399491,33.58489123,27.76004834,31.00497375
08/20/2020 22:14:08,36.30541418,39.41632387,36.30541418,37.21723915,31.04845764,34.24247193,30.38158686,32.60990966
08/20/2020 22:15:08,36.21723915,39.33700679,36.21723915,37.61820696,31.60990966,33.36103661,27.43883814,32.36103661
08/20/2020 22:16:08,38.82303776,39.04527883,38.82303776,34.78404,32.80555283,33.35232601,29.93732054,29.93732054
08/20/2020 22:17:08,37.11733704,38.04751681,37.11733704,35.93580432,30.60380082,32.25941855,27.79651699,30.66079641
08/20/2020 22:18:08,35.93580432,39.6653125,35.93580432,36.07505408,30.4385412,34.83574386,28.18431351,31.27131246
08/20/2020 22:19:08,36.07505408,40.36062489,36.07505408,39.77889838,31.26259929,35.1208661,30.24080739,33.56531802
08/20/2020 22:20:08,39.77889838,45.58101353,39.77889838,42.50880421,33.7613842,39.10074446,29.37155508,37.9264163
08/20/2020 22:21:08,44.46518002,45.0578056,44.46518002,40.11000008,38.43844822,39.41452732,33.54949294,34.10951454
08/20/2020 22:22:08,39.4433087,41.61296247,39.4433087,39.1842105,33.99828026,37.02154727,32.66479912,34.37075582
08/20/2020 22:23:08,38.96199097,41.97480111,38.96199097,35.41520937,34.37075582,36.83930051,30.47293767,30.47293767
08/20/2020 22:24:08,35.19299016,43.7180765,35.19299016,39.58573583,31.69517521,38.40818215,30.74122977,35.64376989
08/20/2020 22:25:08,40.36353109,41.01511252,40.36353109,38.76693387,36.64376989,36.85094281,30.11445376,32.61208671
08/20/2020 22:26:08,38.40108796,39.95014683,38.40108796,35.79814926,32.0502611,34.47076274,29.19084754,31.19942619
08/20/2020 22:27:08,34.69361432,40.79784723,34.69361432,39.55181805,29.32576319,35.56752147,28.43692237,34.72227545
08/20/2020 22:28:08,40.88493074,42.74911223,40.88493074,39.59715391,35.83329433,37.83716727,33.25566852,35.14263338
08/20/2020 22:29:08,38.93066412,41.53868704,38.93066412,35.4921026,34.69826505,36.55677177,30.62734305,31.78191171
08/20/2020 22:30:08,35.50082221,38.42072078,35.50082221,38.15956316,31.78191171,34.13493848,29.52179681,32.88545419
08/20/2020 22:31:08,37.71525335,40.88762726,37.71525335,39.00716351,32.92036476,35.80081266,29.95354307,34.17784275
08/20/2020 22:32:08,41.34015081,43.255807,41.34015081,37.47374867,35.28875714,37.29166164,32.06357604,32.20063059
08/20/2020 22:33:08,38.13155198,39.14025197,38.13155198,35.56248576,32.64500278,33.67759569,29.80279452,29.80279452
08/20/2020 22:34:08,35.11812387,36.73752433,35.11812387,35.00571547,30.80279452,32.65293543,27.82917434,31.30446763
08/20/2020 22:35:08,35.18430547,37.27489734,35.18430547,33.98671827,31.29574835,33.28204062,24.93996742,28.84953396
08/20/2020 22:36:08,32.76454472,35.98304251,32.76454472,33.10341268,29.08044866,31.72437017,27.66141551,29.17984404
08/20/2020 22:37:08,33.43657553,34.78913888,33.43657553,32.48911802,29.06869001,30.86590621,26.11237978,28.15597298
08/20/2020 22:38:08,32.48040356,36.16205799,32.48040356,33.79003627,29.00121932,31.35863081,26.37830677,28.55925365
08/20/2020 22:39:08,33.83362143,39.90393187,33.83362143,37.98882858,28.57669864,34.82660636,26.3982766,32.47585146
08/20/2020 22:40:08,37.32223462,39.55312938,37.32223462,35.04405298,31.58698364,33.50865477,28.24083812,30.45439
08/20/2020 22:41:08,35.04405298,40.3965874,35.04405298,38.83434993,29.56548617,34.96179704,27.99043792,33.40828432
08/20/2020 22:42:08,37.83434993,40.84082538,37.83434993,35.95234941,32.85271502,35.80715899,30.1621376,31.18404081
08/20/2020 22:43:08,35.44236205,39.53404537,35.44236205,37.16856572,31.28850244,34.71348441,30.64591888,31.60460276
08/20/2020 22:44:08,37.177276,38.64488022,37.177276,37.20065284,31.60460276,33.40626034,29.93573603,32.40626034
08/20/2020 22:45:08,35.86743791,38.72048935,35.86743791,37.14807634,31.51738222,32.7304838,28.68309559,30.41273823
08/20/2020 22:46:08,35.83883085,40.24835355,35.83883085,37.67301903,30.32560649,34.12955317,30.11212618,32.18598628
08/20/2020 22:47:08,38.93872084,41.82417332,38.93872084,38.55049421,32.97249793,36.18325286,31.90438545,33.089818
08/20/2020 22:48:08,37.5265701,40.03404896,37.5265701,36.02511211,32.05716046,33.83496086,29.62854937,30.71639061
08/20/2020 22:49:08,36.69160384,37.5006041,36.69160384,33.99644593,31.16075765,32.15741359,26.27786221,28.05568705
08/20/2020 22:50:08,34.97899836,37.52595898,34.97899836,31.76415023,29.26913232,31.83351189,23.71776622,27.18207546
08/20/2020 22:51:08,31.54200111,33.46553773,31.54200111,29.31139419,27.18207546,28.89227259,20.96485094,24.94194453
08/20/2020 22:52:08,29.04549144,32.6661072,29.04549144,26.8412066,24.89817611,27.89588563,21.84693335,22.70252149
08/20/2020 22:53:08,27.85871654,29.89373641,27.85871654,24.91765692,21.61800415,24.60924372,20.0104079,20.9835811
08/20/2020 22:54:08,24.47341849,32.97156951,24.47341849,30.3291959,20.53930665,27.31087827,17.86892626,25.77267037
08/20/2020 22:55:08,32.55360926,33.29646502,32.55360926,28.14527402,27.00033761,27.60297947,20.46738482,21.93099919
08/20/2020 22:56:08,28.57200508,30.43020396,28.57200508,26.67241244,22.15313835,25.4645679,21.5010271,22.78257412
08/20/2020 22:57:08,26.88580081,30.65926687,26.88580081,29.31744197,23.00472677,24.68148439,21.50664863,23.59140517
08/20/2020 22:58:08,28.34364804,34.48037388,28.34364804,32.90649541,23.59140517,28.10571423,21.95103946,27.4791637
08/20/2020 22:59:08,32.90649541,35.93873659,32.90649541,30.3311234,27.70134786,30.11075675,24.55334601,25.92721971
08/20/2020 23:00:08,30.99764309,32.02655809,30.99764309,30.83059994,25.92721971,27.4442004,22.4505033,25.4791637
08/20/2020 23:01:08,30.83059994,31.90947199,30.83059994,31.38170437,25.25697953,27.65438768,23.95849274,26.34685482
08/20/2020 23:02:08,29.93736176,33.46486822,29.93736176,33.46486822,25.34685482,29.93919487,24.90247685,28.89175644
08/20/2020 23:03:08,33.24272039,34.5448486,33.24272039,30.9763757,28.66959157,30.22474568,25.38135804,26.57260608
08/20/2020 23:04:08,31.75420986,35.88683873,31.75420986,33.59727618,27.35042127,30.29618068,26.52286781,28.99769791
08/20/2020 23:05:08,32.81941919,36.96890486,32.81941919,35.98635628,27.99769791,31.91961921,27.04784783,30.69475281
08/20/2020 23:06:08,36.43064616,41.99658742,36.43064616,41.04201106,31.13908062,37.62665174,30.17133982,36.89668586
08/20/2020 23:07:08,41.04201106,43.18058534,41.04201106,41.20481983,36.67450491,38.81975121,34.82695989,37.27308908
08/20/2020 23:08:08,41.20481983,45.09840816,41.20481983,41.47312061,37.2643788,39.52604325,35.82234677,37.10553601
08/20/2020 23:09:08,41.55148709,43.16736997,41.55148709,42.82969991,37.18394011,38.96555719,35.5171589,37.45373715
